x_values,y_values,count,word,Cluster,Silhouette
0.058986705,-0.04790395,10.0,galaxy,C2,0.6864028927416782
2.6758256,-0.2148768,107.0,still,C4,0.6430743639691446
0.45808277,-0.07006336,18.0,running,C2,0.6834087898309534
1.2678208,-0.021963047,38.0,fail,C6,0.664658303960897
2.3023114,-0.076387346,89.0,find,C4,0.6691457482364815
1.6380975,-0.06005354,49.0,start,C6,0.5567102881771128
4.7511845,-0.32424605,401.0,party,C5,0.6137905941004862
3.6036708,-0.38305902,229.0,come,C5,0.6393690430007585
1.699736,-0.085148185,52.0,foursquare,C4,0.49308535148097193
4.3934846,0.12609361,153.0,game,C5,0.6102627010471392
3.8271277,-0.3669222,146.0,best,C5,0.6291753877936693
2.1558888,-0.09183623,80.0,looking,C4,0.6662390418117552
0.29659492,0.0041637355,18.0,gotta,C2,0.7003427275602524
3.1570432,-0.2934194,146.0,love,C5,0.5585547607450453
0.61332786,-0.029586786,20.0,calendar,C2,0.6527245364278522
0.10009267,-0.022775946,10.0,featuring,C2,0.6927079580306732
3.4840248,-0.24469125,122.0,case,C5,0.5767761762049093
4.054464,-0.20828441,266.0,check,C5,0.6438531836308731
0.47077063,-0.0034029318,23.0,haha,C2,0.6841583466218332
0.6976477,-0.050895967,22.0,holler,C2,0.5988876030672823
0.6947958,-0.06531414,22.0,gram,C2,0.595732593731927
2.232751,-0.2299091,98.0,itunes,C4,0.6575937117342985
4.232746,-0.2365583,1528.0,store,C1,0.5
2.6172662,0.074747585,104.0,coming,C4,0.644076238957304
1.2160975,-0.121341236,44.0,weekend,C6,0.6613165935904022
2.2663703,-0.07498794,78.0,many,C4,0.6691953921638829
3.9373012,-0.49628964,156.0,user,C5,0.6266812264129785
2.6725078,-0.18972942,89.0,hour,C4,0.6635794912746154
0.68895656,-0.007893841,31.0,late,C2,0.5813286162626949
0.29149485,-0.042192075,11.0,sunday,C2,0.7019603451241764
1.0422007,-0.061701775,43.0,morning,C6,0.6507063105075601
0.36187333,-0.009105945,18.0,added,C2,0.7010158988597027
1.0546224,-0.074502684,25.0,flight,C6,0.6372139657282838
4.0440135,-0.25600594,231.0,people,C5,0.6516861661597172
0.58512425,-0.04101546,18.0,plane,C2,0.6640632802519315
0.8268651,-0.06961225,21.0,airport,C6,0.5164716547020832
0.31567454,-0.026227588,11.0,downloaded,C2,0.7039321168682925
0.65758365,0.008013768,21.0,done,C2,0.628352390025738
1.6086525,-0.0873097,50.0,must,C6,0.5650905862494633
1.0036613,-0.015398657,28.0,review,C6,0.6240444459463301
1.9305129,-0.09311797,64.0,sure,C4,0.6281942999179615
2.983376,-0.07427495,105.0,event,C4,0.6037182606069943
1.306629,-0.07069776,42.0,website,C6,0.6692529309588732
2.8287396,-0.009690305,111.0,really,C4,0.6251041094925998
2.0168169,-0.108885914,105.0,photo,C4,0.6443286323074625
2.0747592,-0.12967204,82.0,nice,C4,0.6607103386755905
0.4660552,0.0077350046,18.0,enjoying,C2,0.6888580854404649
0.87487835,-0.07479418,21.0,change,C6,0.5550989588668366
0.96179146,-0.03593116,41.0,gowalla,C6,0.6293441446046389
1.0088129,-0.06578121,32.0,forward,C6,0.6399547043204308
0.85087293,-0.09590157,28.0,seeing,C6,0.5634245648916912
1.465817,0.086253695,59.0,else,C6,0.6017911477652331
0.2391346,-0.024121298,11.0,hoping,C2,0.7027350575986014
1.8421725,-0.12825362,67.0,someone,C4,0.6098369369234901
0.6706216,-0.056955375,25.0,started,C2,0.6059497761373168
2.491411,-0.2233271,112.0,austin,C4,0.6567520179979744
1.5613174,0.0023838128,51.0,group,C6,0.5935979980500579
3.0784097,-0.06693257,152.0,look,C5,0.517637463702924
4.905951,-0.094086334,308.0,like,C5,0.6292370222399692
3.550182,-0.14479734,220.0,going,C5,0.6353735965363636
1.482364,-0.10210789,46.0,rock,C6,0.6252696554341141
2.0186112,-0.055789005,92.0,update,C4,0.6456981545043801
0.36866713,-0.022046011,14.0,push,C2,0.7033322421129179
2.2853765,-0.1385726,89.0,tonight,C4,0.6709745392129316
3.3821468,-0.1714431,121.0,right,C5,0.548552414658027
2.8161473,-0.25285277,104.0,team,C4,0.6177734448870383
0.39458767,-0.014187735,15.0,leave,C2,0.7014041690267991
1.0379314,-0.053746633,36.0,home,C6,0.6491697355865126
0.64885634,-0.012017906,26.0,register,C2,0.6226054820546292
1.9588598,-0.25808188,118.0,anyone,C4,0.6221896886172165
3.8252742,-0.27603206,177.0,want,C5,0.6482061197392233
1.8273387,-0.16215323,67.0,sell,C4,0.6039257101808247
0.5888697,-0.1253308,36.0,bought,C2,0.5846714653072005
3.2006848,3.2630048,683.0,launch,C3,0.6885374983954113
2.6705678,3.579378,297.0,major,C3,0.6901259441997156
3.7836735,4.3063135,663.0,social,C3,0.7026286946710435
3.4207864,4.2524476,467.0,network,C3,0.7105406105828767
3.1507554,4.0290985,354.0,called,C3,0.7041349267367958
3.717602,4.2062535,587.0,circle,C3,0.7094770066676036
2.338049,3.2956865,237.0,possibly,C3,0.663648275652553
3.5824661,3.0003145,577.0,today,C3,0.6841597746753281
3.3825767,-0.18644863,168.0,first,C5,0.6134264109145127
3.6711447,-0.4883397,448.0,line,C5,0.5935945505050468
0.15796773,0.013580839,10.0,spin,C2,0.6951950076349015
1.3431276,0.023630688,38.0,play,C6,0.6542955686382884
0.3231083,-0.027592134,14.0,concept,C2,0.7042830870422194
3.3827362,-0.27589494,150.0,music,C5,0.6028672377073375
1.3163126,-0.06650415,31.0,discovery,C6,0.663814918431986
-0.025839854,0.08341411,10.0,false,C2,0.6684276021889246
0.3837851,0.13495336,17.0,alarm,C2,0.650756851176569
0.8553798,0.1311018,36.0,probably,C6,0.5178179731708763
1.6670697,-0.15784307,78.0,ever,C4,0.5574091469826838
1.4690968,1.2937418,98.0,circles,C6,0.5099278071799664
0.22145115,-0.033145558,10.0,force,C2,0.7008235024004574
0.49317133,-0.04898581,13.0,print,C2,0.6863877665551803
1.7170285,0.43819386,56.0,medium,C6,0.5238502325226791
2.2404501,-0.20925687,70.0,night,C4,0.6597838488349829
0.08006348,-0.010182918,13.0,putting,C2,0.6910947890473393
0.61898273,-0.03385748,19.0,flash,C2,0.651496402208139
1.4161005,0.32568836,224.0,downtown,C4,0.5273918823903982
0.95964926,-0.09904428,46.0,hootsuite,C6,0.6286348766886858
3.845598,-0.48110905,350.0,mobile,C5,0.6177451944641026
1.9975824,-0.3140796,98.0,blackberry,C4,0.622938468011609
2.161079,-0.081454016,81.0,getting,C4,0.6655850314928355
2.378666,-0.12056384,84.0,friend,C4,0.6730078044633285
1.4330504,-0.22110063,75.0,long,C6,0.5445423291310025
3.8871992,-0.11881056,175.0,think,C5,0.6439104174519215
2.3855906,-0.06630193,108.0,take,C4,0.6609701743665231
4.419849,-0.17867574,177.0,make,C5,0.6467631009525698
0.25375047,-0.012151761,12.0,answer,C2,0.7034077907425637
3.5712223,-0.23680499,115.0,using,C5,0.5748962747029162
0.3134309,-0.046281006,25.0,zazzlesxsw,C2,0.6911581186191162
0.7519831,-0.11500297,49.0,mashable,C6,0.5412779947571094
3.406372,-0.13046125,134.0,video,C5,0.5717820841160182
0.088859975,-0.012423679,10.0,gadgets,C2,0.6918046585006219
0.9917438,-0.27044633,69.0,ubersocial,C6,0.5884966605385636
1.2874198,-0.35011983,69.0,includes,C6,0.5613941066200405
1.3721044,-0.28185275,69.0,uberguide,C6,0.5602918839398706
1.3575218,-0.23773552,54.0,sponsored,C6,0.6040751011592376
3.0467563,-0.4644768,255.0,open,C5,0.6035149560941298
1.4883821,-0.005904818,36.0,access,C6,0.6383062800187898
0.061063863,-0.019069573,11.0,waited,C2,0.6892105475044854
2.0136786,-0.050001573,54.0,hand,C4,0.6216524500858316
0.11201441,0.027936533,10.0,hobo,C2,0.6895265017551927
1.4149219,0.32729137,256.0,opening,C4,0.5294189808066281
-0.034500625,-0.03384343,13.0,midnight,C2,0.678455614351421
3.761203,0.007340722,114.0,say,C5,0.5620680699083789
0.6237275,-0.02697851,15.0,publishing,C2,0.6536478328260668
2.23538,0.16644964,72.0,platform,C4,0.6033368092090833
2.2351236,-0.13594009,64.0,help,C4,0.6639017337703229
0.3644196,-0.025629206,12.0,account,C2,0.703191756489735
1.189197,-0.08195914,34.0,musedchat,C6,0.6638625040405941
0.9343104,-0.07180905,31.0,classical,C6,0.6153331552673761
0.78297114,-0.037821956,33.0,newtwitter,C6,0.5153855430165021
3.473236,-0.39627382,147.0,location,C5,0.6046598978371402
2.0056627,-0.17015816,59.0,based,C4,0.6338040059294652
2.4402788,-0.111087896,74.0,fast,C4,0.6711289382083735
2.2513611,-0.18700516,102.0,future,C4,0.6616784314433644
0.74459064,-0.08949569,45.0,connect,C6,0.5281581130207943
3.0033147,-0.31740424,89.0,digital,C4,0.5902185178898256
1.1274666,-0.21845905,47.0,physical,C6,0.6244955042837397
2.3487697,-0.25383162,92.0,world,C4,0.6586265362563809
1.2849141,-0.07619641,39.0,talking,C6,0.6688271392802193
1.0675073,-0.05318607,19.0,system,C6,0.6246515359597556
3.8882005,-0.21045987,138.0,tweet,C5,0.6286536188987266
1.137244,-0.14743188,41.0,speak,C6,0.6484086602944531
0.39074224,-0.08386049,23.0,mark,C2,0.6797061383957537
0.36488488,-0.10904891,26.0,belinsky,C2,0.6666123788544961
4.0532694,-0.19238128,159.0,panel,C5,0.645043318197549
1.8274982,-0.1104144,56.0,stop,C4,0.5820939204071917
1.0805523,-0.026442826,37.0,chance,C6,0.652508898580747
0.8227623,-0.0117601305,22.0,kawasaki,C6,0.49945456485284445
4.055658,-0.1647131,144.0,talk,C5,0.6352589207273639
0.88203806,-0.06139596,31.0,internet,C6,0.590349020924939
4.0574565,0.00435655,155.0,search,C5,0.624166327703946
1.7577009,-0.27646184,95.0,heard,C4,0.5910514900228554
0.95783585,-0.042414423,31.0,pic,C6,0.6218315703943708
2.0848217,-0.059519164,74.0,already,C4,0.6552819086649494
3.5970347,-0.20163819,126.0,would,C5,0.5950840848921473
1.3926554,0.3910037,72.0,interesting,C6,0.5555987191402133
0.67858666,-0.06928704,27.0,actually,C2,0.5895507004685346
-0.14968523,-0.026530549,10.0,insane,C2,0.6671838318284871
0.31369233,-0.031226339,16.0,agree,C2,0.7033398905566659
1.0286484,-0.050040938,29.0,town,C6,0.6395635291214691
0.39803573,-0.035032723,15.0,album,C2,0.7005696777878803
0.4821046,-0.06291364,26.0,wanna,C2,0.6707905524702293
1.2809863,-0.08396161,44.0,drink,C6,0.6684360542718264
1.9234837,0.012611863,66.0,join,C4,0.5991786395487124
0.5781677,-0.081191465,31.0,attending,C2,0.62441261121994
0.57248753,-0.058828987,33.0,headache,C2,0.6281813590095014
1.9022372,-0.019856181,60.0,flipboard,C4,0.5954930194805605
0.050892573,-0.009174833,11.0,developing,C2,0.6881361471048355
0.889914,-0.105592966,41.0,version,C6,0.6038369508488738
1.7109565,-0.09171351,43.0,power,C6,0.5239236496422524
0.7469138,-0.07616053,19.0,value,C2,0.5607747356920281
1.780681,0.34216568,67.0,service,C4,0.4923894846153049
0.2884119,-0.018524593,10.0,battle,C2,0.7035685131095882
0.33844835,-0.02398098,18.0,pnid,C2,0.7021847768654252
0.4697453,0.00047203887,15.0,stand,C2,0.6913188416713503
0.83582824,-0.02042609,23.0,blogger,C6,0.519551970890506
0.7261334,-0.038069542,20.0,shirt,C2,0.5868738211532113
1.269488,-0.13421164,44.0,band,C6,0.6603175133943456
1.2928287,-0.13200793,41.0,food,C6,0.6610738835604157
0.37157068,-0.03002615,14.0,cream,C2,0.7028496022800914
2.0590234,-0.1195465,71.0,interactive,C4,0.6569878384117439
3.6085904,-0.6784982,216.0,map,C5,0.6167259113473182
0.59623456,0.20074503,22.0,groupon,C2,0.5880698517429397
1.0604253,0.09035306,39.0,reward,C6,0.6046433889897781
0.9584047,0.1705973,29.0,type,C6,0.5346664047808191
3.5159178,0.49518296,171.0,news,C5,0.5219971803990633
1.1477805,-0.1002076,42.0,traffic,C6,0.6611613770209843
1.7751012,0.003074133,49.0,site,C4,0.5064629888576662
0.16997643,0.023101214,11.0,doubt,C2,0.6944518392843404
3.3576715,-0.22830462,125.0,last,C5,0.5592402351666194
0.47563502,-0.029352417,14.0,weird,C2,0.6925901518033905
0.6233721,-0.016939638,18.0,name,C2,0.651478505545664
3.4932315,-0.31799197,127.0,phone,C5,0.5862987552801233
0.5542986,-0.04246527,22.0,droid,C2,0.6676689486902182
0.15866652,-0.021132283,10.0,agnerd,C2,0.6976554883578704
2.5896814,-0.08397486,68.0,laptop,C4,0.6637168101210016
1.6607429,-0.09297955,48.0,follow,C6,0.5394470980945111
1.6341025,1.0723695,108.0,launching,C6,0.5068700608975896
-0.0657301,0.24020219,11.0,denies,C2,0.6284088616346974
0.08905257,0.12712505,11.0,debut,C2,0.6628688162888658
0.7289243,0.08183578,38.0,report,C2,0.5360201924481881
1.9656832,-0.09617914,65.0,post,C4,0.6372689139865025
0.60140836,-0.0035321442,18.0,easy,C2,0.6586022886378093
0.67892,0.014653275,27.0,yesterday,C2,0.6009797086547557
0.13587786,-0.011348408,10.0,ridiculous,C2,0.6959116901981683
2.5955925,-0.588748,211.0,popup,C5,0.5437232945810223
0.34422052,-0.043381162,15.0,fan,C2,0.7016394603174145
1.2517666,-0.019512799,28.0,space,C6,0.6559844643494285
1.6917998,-0.11884021,72.0,tomorrow,C4,0.5545562887294452
3.4752297,-0.23683278,128.0,thing,C5,0.5857710668754529
0.63314664,-0.024329502,18.0,earth,C2,0.6473761226046582
0.2150031,-0.014372127,13.0,face,C2,0.7018618793893259
2.376981,-0.121163346,63.0,company,C4,0.6657558161775001
0.74646384,0.025870819,25.0,stay,C2,0.5616570574729376
0.31993133,-0.028043495,10.0,tune,C2,0.703232058362778
0.1681239,-0.049679298,11.0,showcase,C2,0.6952716598698555
0.51252556,-0.011055495,23.0,ckers,C2,0.6774491351714392
0.9384268,-0.062191036,33.0,thank,C6,0.6198094780113739
0.85143846,-0.077478915,31.0,touchingstories,C6,0.5727215558614382
0.21609122,-0.035308227,10.0,preso,C2,0.7002898879669992
3.1084573,-0.20129377,141.0,thanks,C5,0.5284450503297153
1.3535893,-0.08016061,43.0,trying,C6,0.6662740480998508
0.774396,-0.054087404,18.0,contact,C2,0.548528368838668
4.1295247,-0.09758946,116.0,japan,C5,0.6039473012513215
0.42354178,-0.027148655,12.0,created,C2,0.6989277786995572
1.3974302,-0.14120428,51.0,person,C6,0.632950637975604
0.16696158,-0.0036088973,11.0,finder,C2,0.69810543531255
0.3596606,-0.040837776,14.0,mention,C2,0.7018791018053526
0.7910928,-0.026813168,23.0,speech,C6,0.47744502188128185
0.44371653,-0.014823557,14.0,conf,C2,0.6969327181548848
0.6089724,-0.013228788,18.0,sxswh,C2,0.6569414506443411
1.3082333,-0.037783835,44.0,blog,C6,0.6674113836450195
1.8574436,-0.08816859,80.0,doe,C4,0.6208260369898622
1.8912808,-0.114081055,58.0,charger,C4,0.6098053827815594
0.23290414,0.01946961,11.0,changed,C2,0.6979417332954349
0.9235639,-0.059338182,20.0,mind,C6,0.5792816685739857
3.6895032,-0.045571633,151.0,next,C5,0.6119607228925916
1.2286688,-0.02088907,47.0,wonder,C6,0.6626701216265708
0.35404944,-0.033799764,13.0,tip,C2,0.7031503318391223
0.046629623,-0.026055418,12.0,shiny,C2,0.6875167661972275
1.0897857,0.06435843,45.0,nerd,C6,0.6234579645467537
0.63261795,-0.073257424,41.0,cont,C2,0.5656844003179512
0.9060199,0.21102558,52.0,another,C6,0.5333654825029436
0.77739835,-0.08221366,34.0,local,C6,0.524721388044711
1.0443087,-0.08745375,39.0,industry,C6,0.6499817921600983
2.1181686,-0.064140886,68.0,gsdm,C4,0.6562208803419706
1.09122,0.24680403,38.0,buzz,C6,0.5519343964255948
0.6505341,-0.03492599,20.0,gadget,C2,0.6352531571954527
2.291337,0.21458799,83.0,could,C4,0.6001027919569288
1.4516066,-0.105329104,55.0,seen,C6,0.6181582997085817
0.27767828,-0.05008966,24.0,opened,C2,0.6919486063837721
2.2072175,-0.22859158,89.0,ipads,C4,0.6587512305733407
0.06952082,-0.023996826,10.0,sayin,C2,0.6897365817956542
0.9441844,0.12583752,39.0,launched,C6,0.5582942224042695
0.7868195,-0.072519176,31.0,checkins,C6,0.5213219758533685
1.1257745,-0.110170856,31.0,month,C6,0.6514051448286906
-0.13115281,-0.031759635,14.0,bizzy,C2,0.6685337511839566
1.4703408,-0.09388261,55.0,left,C6,0.6138563638115192
0.85182333,-0.073711224,42.0,brain,C6,0.5888440211159227
0.102333814,-0.03729919,15.0,bettersearch,C2,0.6915452071503203
0.79785043,0.012922872,22.0,engine,C6,0.4693418852828411
2.0966158,-0.0462027,52.0,content,C4,0.6305425487265091
0.5471135,-0.038836967,14.0,existence,C2,0.677234989014488
0.5305489,-0.035430897,18.0,saved,C2,0.6799926263824815
0.86982733,-0.029711148,26.0,enchantment,C6,0.5617973633542589
0.7132682,-0.06845608,30.0,award,C2,0.5522647683676188
1.0612407,-0.068422504,33.0,read,C6,0.6512733235499294
-0.114487305,-0.018974358,10.0,unboxing,C2,0.6708932800805776
1.2448514,-0.005940664,40.0,thought,C6,0.6613364783175856
0.9315227,-0.0019749883,29.0,earthquake,C6,0.5945333563367836
0.31971434,-0.029312292,13.0,tsunami,C2,0.7042233987009048
1.0416105,-0.059083495,45.0,school,C6,0.6496806035751673
1.7563223,-0.10811503,68.0,marketing,C4,0.5763600332946686
0.77729696,-0.037561364,37.0,expert,C6,0.5231110706770655
0.3154342,0.12006913,25.0,cnet,C2,0.6564160799533025
1.481872,0.30366254,265.0,temporary,C4,0.5330089646745408
1.8224547,-0.21949027,103.0,congress,C4,0.6120337996255755
1.4000397,-0.08578368,46.0,happy,C6,0.6520946099723754
1.1964678,-0.04359247,33.0,hipster,C6,0.6631078686463187
1.6465924,-0.1459117,84.0,win,C4,0.5562185313259264
0.3649109,-0.020150268,15.0,support,C2,0.7032770833286089
0.13469754,-0.0059544058,15.0,headed,C2,0.6954417669649182
0.5571677,-0.06422907,22.0,enjoy,C2,0.6604480573980975
0.7395503,-0.05540332,26.0,funny,C2,0.5498132130611293
0.34383017,0.013236307,13.0,matter,C2,0.6996502452826012
0.8318556,-0.11361895,34.0,minute,C6,0.5646672722545589
1.0904657,0.021932455,27.0,point,C6,0.6278472040245369
0.5429139,-0.050359607,22.0,least,C2,0.6689161221096469
3.0833037,0.14060858,100.0,twitter,C4,0.5908819061922449
0.3170674,-0.04038659,13.0,devs,C2,0.7028066212715618
0.8160943,0.088651635,34.0,maybe,C6,0.5032910243433213
0.62487084,-0.04218874,18.0,together,C2,0.6489036161208542
3.26926,-0.19665974,151.0,cool,C5,0.5821225609876759
0.8284343,-0.09485253,40.0,uxdes,C6,0.5741661164628137
0.2308809,0.005732797,11.0,remember,C2,0.7004540986802167
0.9573242,-0.027952217,24.0,audience,C6,0.6025468621137798
1.8244516,-0.076079875,41.0,experience,C4,0.5295654295146941
0.91554123,-0.011410876,20.0,part,C6,0.5630353815604515
1.1898936,-0.09373429,53.0,waiting,C6,0.6594025729440388
0.38070917,-0.026760513,13.0,mine,C2,0.702570955940748
2.3557518,-0.21078546,113.0,download,C4,0.6560880507907683
2.504501,-0.13187753,72.0,place,C4,0.6692084336824753
0.63653356,-0.023335578,17.0,seo,C2,0.6469738399228503
0.60930794,-0.04571715,22.0,samsung,C2,0.6482285651867844
0.16514103,0.0005144271,10.0,sony,C2,0.6973425884663897
0.3194213,-0.014504019,18.0,atx,C2,0.7023231520056356
0.78930765,0.055484727,32.0,south,C6,0.4872206964713569
2.1545787,-0.100049496,62.0,get,C4,0.6577313351979722
0.23913504,-0.023885444,12.0,movie,C2,0.702972306709393
0.123320706,-0.014174318,10.0,beautiful,C2,0.6949260965381595
1.5480462,-0.1152615,43.0,amazing,C6,0.6022089292191684
0.574618,-0.04916511,15.0,focus,C2,0.6673137675747254
0.3792288,0.02678351,18.0,chat,C2,0.6926404676992216
1.2691123,-0.03871527,45.0,share,C6,0.667091027554918
1.8390573,-0.09296588,49.0,info,C4,0.5650734571777102
1.1475374,-0.05248642,35.0,turn,C6,0.662491772159051
1.9735389,-0.08523363,49.0,business,C4,0.6088880055226806
1.9683777,-0.13424233,46.0,card,C4,0.6030982630779307
1.3119094,-0.067057036,48.0,sold,C6,0.6676563107035349
0.571477,-0.03860862,19.0,model,C2,0.6677454420926496
0.9841547,-0.027420525,25.0,beta,C6,0.6150333372750402
0.35813066,-0.07553374,14.0,testing,C2,0.6916707396342832
2.572812,-0.12253906,81.0,away,C4,0.6695034062083943
1.0349268,-0.0461521,39.0,wifi,C6,0.6487944901899496
0.46042007,-0.036226355,16.0,black,C2,0.693680422626891
0.2633844,-0.04097286,11.0,cover,C2,0.7016749083949727
1.0117083,-0.053986534,29.0,house,C6,0.6359843067656433
0.49090624,-0.02428316,20.0,wondering,C2,0.6866067370679689
0.629296,-0.07123523,18.0,worth,C2,0.6371027263668084
1.2815248,-0.03413776,48.0,convention,C6,0.6655102460225872
1.0164102,0.03544447,44.0,center,C6,0.6208757638911032
1.1501555,-0.04553628,33.0,everything,C6,0.6606471115089964
0.7150043,-0.034140285,21.0,except,C2,0.5932614594138147
2.1606662,-0.079784594,61.0,white,C4,0.6553748550590887
0.36055598,-0.034317672,11.0,promo,C2,0.7022122353218626
0.5538257,-0.02672777,17.0,suck,C2,0.6757121876171961
0.694303,-0.057410154,22.0,film,C2,0.5990577276226744
0.6210688,-0.07709114,32.0,selling,C2,0.6034148480998658
0.26652637,-0.0016207075,12.0,poursite,C2,0.702751967434905
0.4346498,0.0037336724,17.0,learning,C2,0.6944012274742817
1.759447,-0.04497352,48.0,life,C4,0.507803960426203
0.29898578,-0.015824648,12.0,impact,C2,0.70439347422813
1.0225334,0.04757868,34.0,real,C6,0.6113128738006954
1.2987058,-0.11393341,51.0,guide,C6,0.6611378821934489
0.016081892,-0.04249323,13.0,limited,C2,0.6829602401436109
0.42394283,-0.037852682,23.0,travel,C2,0.6901140627445865
1.0073528,-0.11453013,52.0,heading,C6,0.6343559999074776
0.5575927,0.092903025,35.0,aclu,C2,0.6130197030797592
0.3869635,-0.009661598,14.0,walk,C2,0.7016774967747078
0.100002445,-0.043718748,10.0,short,C2,0.6907124496682451
0.08013222,-0.020230781,10.0,essential,C2,0.6909135177323025
1.3979738,0.042073216,34.0,tool,C6,0.6467759543147784
0.24551739,-0.029929008,13.0,tradeshow,C2,0.7028555252590606
1.5052197,-0.22523184,58.0,demo,C6,0.555258813523526
0.087435655,-0.030185811,10.0,following,C2,0.6910781638172627
0.11010104,-0.009406776,12.0,realtime,C2,0.6939828589937506
1.1001617,-0.06764688,34.0,listening,C6,0.6575653036112318
0.75245875,-0.05833692,22.0,pick,C2,0.5526615768298184
0.8374273,-0.028263161,29.0,grab,C6,0.5468614230776676
0.4546674,-0.021782793,12.0,quick,C2,0.695409963398768
0.5874859,-0.03149845,24.0,barry,C2,0.6545325008630767
0.8294594,-0.058200136,36.0,diller,C6,0.5667293171485782
0.29039997,-0.050050437,14.0,lunch,C2,0.7006232341535046
0.6097626,-0.028070543,16.0,hotel,C2,0.6585056438413714
0.29881155,-0.01845085,11.0,seriously,C2,0.7041325983697839
1.1684353,-0.106136754,37.0,lost,C6,0.6608087748531606
0.8984855,-0.10314631,33.0,schedule,C6,0.5998263185905675
2.032979,-0.042350642,69.0,ready,C4,0.6424099699862444
0.07071751,0.14541644,20.0,rumored,C2,0.6545835214557977
0.8214111,-0.03794641,23.0,went,C6,0.5120434403411147
0.9681096,-0.031670555,37.0,folk,C6,0.6292722291594286
0.72434056,-0.040520906,22.0,learn,C2,0.5818351027067797
0.7861506,-0.0859406,28.0,security,C6,0.5116387137276491
2.541537,-0.20587665,83.0,work,C4,0.6656212836314421
0.57865834,-0.04175898,20.0,development,C2,0.6636512361652219
1.8258116,-0.13129929,61.0,developer,C4,0.5942289467228592
1.5997701,-0.099324204,61.0,winning,C6,0.5341608697274931
0.71844596,-0.0812408,27.0,picture,C2,0.5547144871751689
0.6539994,-0.05375863,17.0,spent,C2,0.6335153858091908
1.5803261,-0.050125286,42.0,used,C6,0.6007310323984743
0.20689695,-0.021986209,11.0,couple,C2,0.7012084050040912
1.013087,-0.10043878,27.0,city,C6,0.628502060463962
1.3580277,-0.19355044,69.0,block,C6,0.5903352880162656
1.1391456,-0.009779861,29.0,behind,C6,0.6483026229711066
0.6508719,-0.03671517,15.0,email,C2,0.6408027621385888
2.2261236,-0.06716411,68.0,give,C4,0.6633292969844362
