word,x_values,y_values,count
disaster,0.8534967,0.023689702,13
staring,0.018664524,-0.08461924,12
able,1.3724962,0.066850066,36
afford,0.47353044,0.13584061,16
consider,0.8041228,0.2849512,19
therapy,0.83442587,-0.08650522,16
route,1.7212178,0.12651029,41
choice,1.592395,-0.14955133,30
trend,0.26222453,0.076012544,11
interested,0.4089627,0.18380123,15
feel,1.8331666,-0.18899742,40
hanging,0.24973133,0.021915821,13
community,0.6230808,0.05102192,11
forgot,0.40479997,-0.05612436,11
fight,1.4331445,-0.0626523,20
owner,1.2132065,-0.14332865,19
cloud,1.2328866,-0.06422986,21
friendly,0.7617486,-0.019656692,14
podcast,0.9010991,0.047067624,16
walking,1.2192475,-0.28627315,32
almost,1.1904203,-0.12860332,24
always,1.9476002,-0.04930414,25
usguys,0.3015795,0.08244592,12
jealous,0.7209812,-0.16045138,22
posterous,0.376166,0.046047002,13
explanation,0.4884109,-0.10531811,11
coffee,0.5676455,-0.12280578,17
should,0.473008,0.0039214226,13
care,0.9544386,-0.08003397,14
peep,0.9222615,0.028982617,20
though,0.49843875,0.11050426,14
analytics,2.041592,0.17494681,32
googlecircles,0.12838355,0.26339453,11
dancing,0.3337026,0.15809771,13
augmented,1.0465602,0.09048946,16
reality,1.1578679,0.016808232,19
browser,1.3735611,-0.02735255,19
lightbox,0.1144651,-0.09047562,13
announced,0.74057806,0.12477864,16
expected,0.55721045,0.005369348,12
signal,0.3527244,0.11837447,11
listen,0.42898688,-0.026764872,11
helping,0.26504052,-0.005375862,11
valid,2.3439598,0.03811617,48
infektd,1.9924917,0.04026641,48
necro,0.07369703,0.039229177,13
concert,0.8166538,0.029973676,14
hard,1.1708883,-0.11229,22
announcement,0.6416779,0.057450034,11
whole,0.71084076,-0.15933698,16
reason,0.40986675,-0.019888785,15
finding,0.57323635,-0.06706032,14
information,1.3995467,0.13191205,25
well,2.9488103,-0.3393727,70
loving,0.3760073,0.028973583,15
move,0.79034513,-0.28443784,27
where,0.61966926,-0.17236315,18
player,1.0916831,0.017773092,17
newsapps,1.4274094,-0.05267459,31
doc,0.74663883,0.046236366,12
table,0.8095589,-0.030296504,15
three,0.43851173,-0.08746512,13
usage,1.1660607,0.44174406,38
zomb,0.05079698,0.024904357,11
official,1.158931,-0.05196308,30
paper,0.2768912,0.03745329,11
different,1.1507108,0.03972788,17
themed,0.46436813,0.3099355,12
costume,0.344997,0.17624897,11
impressive,0.2467431,-0.10266496,11
finally,0.7234776,-0.019453604,22
high,1.4995775,-0.12345643,18
founder,0.81691504,0.009022465,15
market,2.1489296,-0.117987044,34
accessibility,0.71658796,-0.02098233,12
circus,-0.10098769,0.11595889,11
grape,0.47899702,-0.02850005,11
congrats,1.22041,-0.11535298,26
andoid,0.10833584,-0.07830759,11
from,1.7811692,0.062726945,34
important,1.2927405,0.12414456,25
japanese,0.8364068,0.047512535,14
quake,0.52913207,0.013382338,14
unofficial,0.74209845,-0.025976563,13
expect,0.46023026,0.013008167,14
exclusive,0.42562568,0.045147456,15
floor,1.0699909,-0.07457067,18
sxflip,0.37148917,0.076923475,15
tried,0.6083434,-0.03330817,15
brought,0.67896056,-0.03044961,14
including,1.5992924,0.037610065,30
drop,0.875782,0.0027641382,13
downloading,0.531831,-0.033433482,11
favorite,0.8913033,-0.012476848,19
indie,0.47234464,0.049523387,12
survive,0.4512272,0.08306676,15
custom,0.0987271,-0.06281415,11
feed,0.3099491,-0.07596656,11
beard,0.35912642,-0.04209099,11
order,0.54167694,-0.010842853,12
enter,1.064942,-0.071574345,27
insight,0.7853247,0.0021403434,13
zlf,0.14121829,0.032708347,15
pack,1.5059332,-0.13349962,25
original,1.0984241,-0.010451016,15
welcome,0.8235979,-0.025033196,14
keyboard,1.2540408,-0.07046275,12
drive,1.2149403,-0.03002291,20
said,1.1965598,-0.060382664,34
steve,1.1071663,-0.06610557,14
smackdown,0.17456265,0.04098475,11
robot,0.83024454,-0.028400615,12
title,0.7771278,-0.02566891,13
latitude,0.4080426,0.11604269,12
competitor,0.47606584,0.10783178,11
asked,0.9286148,0.010887325,19
mike,0.9730675,-0.010414623,20
water,0.63084155,-0.15208034,12
your,1.6343256,-0.16536659,48
boomer,1.3011749,-0.090993725,31
classiest,0.20757112,-0.0051286593,11
fascist,0.8275552,0.0012978392,16
worry,0.49256763,-0.07075713,12
kick,0.06709546,0.010807347,13
envy,0.5581165,-0.036090657,13
challenge,0.8224851,-0.009840222,18
killing,0.586948,-0.03975819,18
lonely,0.15282938,-0.17721668,17
planet,0.18847328,-0.19132277,15
kind,0.9202708,0.051824827,16
dear,0.52594453,-0.05418881,15
pearl,0.5179062,0.0026849532,15
happens,1.009167,0.013460094,13
leanstartup,0.40688437,0.02572068,11
confirmed,0.09457175,-0.20452876,18
novelty,0.026293239,0.04196772,11
fade,0.3856179,0.03244941,12
reading,1.3124379,-0.08980972,19
hosted,0.23670371,0.032391824,12
advice,0.017433923,0.14678907,11
featured,1.6188704,-0.24918376,40
ton,0.46712884,-0.02639652,11
useful,1.2216712,0.009348796,20
blue,1.4827552,-0.04747888,16
double,1.0001738,-0.049187683,15
signing,0.53469974,0.031189535,12
visit,1.1112996,-0.16735525,26
art,0.3520971,-0.08405745,13
thinking,0.7869768,-0.16249885,16
handle,0.5606152,-0.14837134,12
watching,0.83584654,0.030136092,24
checking,1.1253166,-0.22594416,36
kill,0.63637155,0.048562117,12
wearing,0.7856968,-0.0073455432,12
smartphone,0.46473798,-0.08909033,12
discovr,0.6962465,-0.03151692,13
chris,0.82711804,0.02501035,15
swarm,0.57952946,0.0070463507,15
crowley,0.6794256,0.030522753,17
ireport,0.14150546,0.052152526,11
taco,0.8257881,-0.096106224,11
youtube,0.6056238,-0.07978854,12
personalized,0.8563886,0.11479838,14
heart,1.1158015,-0.03156158,16
kinda,0.31111056,-0.054412812,11
contest,0.37004885,-0.018088516,13
appears,0.4064104,-0.013092674,14
marissagoogle,0.69324064,0.144008,28
style,0.7001787,-0.014029291,12
online,0.91876924,0.002738843,20
baby,0.35335812,-0.09597782,12
bank,0.82223326,-0.058051664,14
recap,0.7932285,-0.038325172,13
project,1.4006087,0.08589728,27
guard,0.13185711,-0.14376837,13
possible,0.24052742,0.14615338,12
trip,1.5033156,-0.06386202,19
lustre,0.2590256,-0.04222656,13
rumour,0.12007648,0.40051627,11
native,0.8919955,0.01357831,12
heat,0.9822614,-0.0026868775,18
side,0.5712475,-0.078057975,12
driver,0.4521515,-0.025485422,11
scene,0.3304497,-0.13598661,11
yourmom,0.08552603,-0.03928365,13
us,0.96691626,-0.0018231318,15
texting,0.738152,0.13984671,13
voice,0.82593703,-0.007148447,11
adoption,0.9427853,-0.08213119,12
conversation,0.88764834,-0.041950252,14
roll,0.60089165,-0.0016774099,11
john,0.68779564,-0.018049892,12
entry,0.6020163,-0.07546377,13
photography,0.2210663,0.016685054,11
streaming,0.28229088,0.00040302385,14
tyson,0.91834927,-0.02047266,20
bavcid,0.41507027,0.001914181,13
josh,0.5725742,0.0046181884,13
pass,0.5036616,0.034022313,13
hearing,0.23430017,0.10666512,11
sticker,0.319116,-0.069679305,11
