x_values,y_values,count,word,Cluster,Silhouette
continuous,continuous,continuous,string,C1 C2 C3,continuous
,,,meta,meta,meta
0.82046807,-0.012499515,28.0,tweeting,C3,0.714591280306818
0.37634316,0.003478353,11.0,rise,C3,0.7217481553388425
0.73111004,-0.033749204,18.0,dead,C3,0.7191641915003354
3.9828346,0.020948611,238.0,need,C1,0.6408716033968552
0.37662598,-0.0074088247,13.0,upgrade,C3,0.7224608074271484
0.4271167,-0.040221818,12.0,station,C3,0.722740986491695
3.193548,-0.30603263,200.0,know,C1,0.6515717253081597
3.1021552,-0.18599184,135.0,awesome,C1,0.6637252010363304
0.26043293,0.013959806,13.0,likely,C3,0.7194770698115498
4.019419,-0.15933505,143.0,design,C1,0.657390711850003
2.7026744,-0.10404712,79.0,also,C1,0.6417652019633089
2.097018,-0.11153362,71.0,giving,C1,0.5794210379695279
4.5649724,-0.3645213,388.0,free,C1,0.6089513833477435
1.9270232,-0.10096901,77.0,wait,C1,0.546174272443897
1.1210569,-0.08354992,47.0,sale,C3,0.684007861627549
1.6456244,-0.028374815,55.0,hope,C3,0.5892843876283518
3.8084848,-0.36668912,168.0,year,C1,0.6558993896727665
0.83228153,-0.061614644,32.0,festival,C3,0.7126209936505897
4.0922103,-0.30953568,222.0,great,C1,0.6469559413992267
0.9657178,-0.03619095,36.0,stuff,C3,0.7044011470549816
3.2821126,-0.74373174,185.0,marissa,C1,0.6267128045637977
3.4865944,-0.71453625,211.0,mayer,C1,0.6295729368697563
3.294121,0.09623543,167.0,tech,C1,0.6486387633449002
1.4868015,-0.10369754,38.0,book,C3,0.6377728945494806
1.7683752,-0.1994597,73.0,conference,C1,0.49755514234366377
0.547015,-0.033140186,12.0,matt,C3,0.7224898532858098
4.084291,-0.06275168,226.0,apps,C1,0.645405809919497
1.0250382,-0.04847326,22.0,communication,C3,0.7031418867190018
0.9112232,-0.055109147,20.0,showcased,C3,0.7105276457202923
0.9107816,-0.08614178,29.0,http,C3,0.7080358058946261
1.3765107,-0.07794311,37.0,edchat,C3,0.6593490369715549
1.133316,-0.07123189,33.0,starting,C3,0.6911682830172686
3.1650639,-0.21734275,131.0,around,C1,0.6640553227856469
0.3798915,-0.023447704,14.0,corner,C3,0.72285907765127
3.875,-0.04266789,177.0,good,C1,0.6551766707762543
4.422304,-0.23899443,306.0,time,C1,0.6270522901862998
4.860034,-0.36594573,598.0,android,C1,0.5751072210558069
1.6498094,-0.17254552,63.0,smart,C3,0.5588071231630858
0.21503419,-0.020249285,10.0,simple,C3,0.7188667590631213
1.5687754,-0.060778704,49.0,idea,C3,0.6136979310550903
0.2896925,-0.024697563,12.0,wrote,C3,0.7211202917260884
0.704123,-0.07257653,32.0,hollergram,C3,0.7164838666225569
1.5893188,-0.13455383,51.0,day,C3,0.5985087682989996
0.75758237,0.0023251243,20.0,plus,C3,0.7174797377736171
1.1794078,-0.06981985,30.0,mean,C3,0.6875802941138698
0.3835099,-0.052735876,22.0,stock,C3,0.7216340629352455
