x_values,y_values,count,word,Cluster,Silhouette
continuous,continuous,continuous,string,C1 C2,continuous
,,,meta,meta,meta
-0.14968523,-0.026530549,10.0,insane,C1,0.733785774423914
0.31369233,-0.031226339,16.0,agree,C1,0.7388552835495714
1.0286484,-0.050040938,29.0,town,C1,0.7389823097010401
0.39803573,-0.035032723,15.0,album,C1,0.739340689795318
0.4821046,-0.06291364,26.0,wanna,C1,0.7395496358207267
1.2809863,-0.08396161,44.0,drink,C1,0.737196957956524
1.9234837,0.012611863,66.0,join,C1,0.7302935338740539
0.5781677,-0.081191465,31.0,attending,C1,0.7395608386329788
0.57248753,-0.058828987,33.0,headache,C1,0.7395935275834322
1.9022372,-0.019856181,60.0,flipboard,C1,0.7310916225919929
0.050892573,-0.009174833,11.0,developing,C1,0.7361902622284224
0.889914,-0.105592966,41.0,version,C1,0.7389121830981672
1.7109565,-0.09171351,43.0,power,C1,0.733725509190366
0.7469138,-0.07616053,19.0,value,C1,0.7397618988179031
1.780681,0.34216568,67.0,service,C1,0.7243230423768423
0.2884119,-0.018524593,10.0,battle,C1,0.7384780829886579
0.33844835,-0.02398098,18.0,pnid,C1,0.7390151789677535
0.4697453,0.00047203887,15.0,stand,C1,0.739429233656997
0.83582824,-0.02042609,23.0,blogger,C1,0.7396592447422471
0.7261334,-0.038069542,20.0,shirt,C1,0.7399398071524883
1.269488,-0.13421164,44.0,band,C1,0.7369610375905028
1.2928287,-0.13200793,41.0,food,C1,0.7369231129484772
0.37157068,-0.03002615,14.0,cream,C1,0.7391815278101349
2.0590234,-0.1195465,71.0,interactive,C1,0.7292205250658946
3.6085904,-0.6784982,216.0,map,C1,0.6939804021294864
0.59623456,0.20074503,22.0,groupon,C1,0.7351125573491326
1.0604253,0.09035306,39.0,reward,C1,0.7370321301988549
0.9584047,0.1705973,29.0,type,C1,0.7356899803297257
3.5159178,0.49518296,171.0,news,C1,0.6874285064719349
1.1477805,-0.1002076,42.0,traffic,C1,0.7379630550360653
1.7751012,0.003074133,49.0,site,C1,0.7325783698710937
0.16997643,0.023101214,11.0,doubt,C1,0.737143793993671
3.3576715,-0.22830462,125.0,last,C1,0.7095602731150912
0.47563502,-0.029352417,14.0,weird,C1,0.7396089275780434
0.6233721,-0.016939638,18.0,name,C1,0.7398950983029735
3.4932315,-0.31799197,127.0,phone,C1,0.7074561208833234
0.5542986,-0.04246527,22.0,droid,C1,0.7399177321021871
0.15866652,-0.021132283,10.0,agnerd,C1,0.7373723348648287
2.5896814,-0.08397486,68.0,laptop,C1,0.7231371798504839
1.6607429,-0.09297955,48.0,follow,C1,0.7340821111560432
1.6341025,1.0723695,108.0,launching,C1,0.6847778593787036
-0.0657301,0.24020219,11.0,denies,C1,0.7300669930956845
0.08905257,0.12712505,11.0,debut,C1,0.7344153639666179
0.7289243,0.08183578,38.0,report,C1,0.7380642970747235
1.9656832,-0.09617914,65.0,post,C1,0.7305061682491398
0.60140836,-0.0035321442,18.0,easy,C1,0.7397778778954032
0.67892,0.014653275,27.0,yesterday,C1,0.7395749134682942
0.13587786,-0.011348408,10.0,ridiculous,C1,0.7371034151470641
2.5955925,-0.588748,211.0,popup,C1,0.7050461648863016
0.34422052,-0.043381162,15.0,fan,C1,0.73902385521782
1.2517666,-0.019512799,28.0,space,C1,0.7375036222246197
1.6917998,-0.11884021,72.0,tomorrow,C1,0.7325397638396415
3.4752297,-0.23683278,128.0,thing,C1,0.707714841791728
0.63314664,-0.024329502,18.0,earth,C1,0.739936764333082
0.2150031,-0.014372127,13.0,face,C1,0.7379766768812687
2.376981,-0.121163346,63.0,company,C1,0.7260280408967091
0.74646384,0.025870819,25.0,stay,C1,0.739388797824843
0.31993133,-0.028043495,10.0,tune,C1,0.7387157855952488
0.1681239,-0.049679298,11.0,showcase,C1,0.7374691732106842
0.51252556,-0.011055495,23.0,ckers,C1,0.7396984714832067
0.9384268,-0.062191036,33.0,thank,C1,0.7393141319350022
0.85143846,-0.077478915,31.0,touchingstories,C1,0.7395620984713055
0.21609122,-0.035308227,10.0,preso,C1,0.7379235842506392
3.1084573,-0.20129377,141.0,thanks,C1,0.7112042504790995
1.3535893,-0.08016061,43.0,trying,C1,0.7367461583783501
0.774396,-0.054087404,18.0,contact,C1,0.7397886659541991
4.1295247,-0.09758946,116.0,japan,C1,0.6982774320553369
0.42354178,-0.027148655,12.0,created,C1,0.7393479800888447
1.3974302,-0.14120428,51.0,person,C1,0.7358291652081692
0.16696158,-0.0036088973,11.0,finder,C1,0.7374005917933129
0.3596606,-0.040837776,14.0,mention,C1,0.7391033043018382
0.7910928,-0.026813168,23.0,speech,C1,0.7398146128116269
0.44371653,-0.014823557,14.0,conf,C1,0.7394455460440608
0.6089724,-0.013228788,18.0,sxswh,C1,0.7398650826133593
1.3082333,-0.037783835,44.0,blog,C1,0.7369849722478341
1.8574436,-0.08816859,80.0,doe,C1,0.7305533592906825
1.8912808,-0.114081055,58.0,charger,C1,0.7315452066619246
0.23290414,0.01946961,11.0,changed,C1,0.7377404262065466
0.9235639,-0.059338182,20.0,mind,C1,0.7393488146411817
3.6895032,-0.045571633,151.0,next,C1,0.7012039522997391
1.2286688,-0.02088907,47.0,wonder,C1,0.7372868663239629
0.35404944,-0.033799764,13.0,tip,C1,0.7390543629476086
0.046629623,-0.026055418,12.0,shiny,C1,0.7362266632289897
1.0897857,0.06435843,45.0,nerd,C1,0.7371419877244632
0.63261795,-0.073257424,41.0,cont,C1,0.7392002223677728
0.9060199,0.21102558,52.0,another,C1,0.7338958996825151
0.77739835,-0.08221366,34.0,local,C1,0.7395716706057004
1.0443087,-0.08745375,39.0,industry,C1,0.7386274699943542
2.1181686,-0.064140886,68.0,gsdm,C1,0.7286784154022934
1.09122,0.24680403,38.0,buzz,C1,0.7328376665195658
0.6505341,-0.03492599,20.0,gadget,C1,0.7400022844762884
2.291337,0.21458799,83.0,could,C1,0.7218258855166415
1.4516066,-0.105329104,55.0,seen,C1,0.7354793952775093
0.27767828,-0.05008966,24.0,opened,C1,0.7384555070372603
2.2072175,-0.22859158,89.0,ipads,C1,0.726030828381838
0.06952082,-0.023996826,10.0,sayin,C1,0.7364293595004984
0.9441844,0.12583752,39.0,launched,C1,0.7366896711769375
0.7868195,-0.072519176,31.0,checkins,C1,0.7397139629939307
1.1257745,-0.110170856,31.0,month,C1,0.7382206143745437
-0.13115281,-0.031759635,14.0,bizzy,C1,0.7341020835076877
1.4703408,-0.09388261,55.0,left,C1,0.7353763760192862
0.85182333,-0.073711224,42.0,brain,C1,0.7391397217848085
0.102333814,-0.03729919,15.0,bettersearch,C1,0.7369090425626041
0.79785043,0.012922872,22.0,engine,C1,0.7394517709751118
2.0966158,-0.0462027,52.0,content,C1,0.7294461175335727
0.5471135,-0.038836967,14.0,existence,C1,0.7397769156302698
0.5305489,-0.035430897,18.0,saved,C1,0.7398538835286584
0.86982733,-0.029711148,26.0,enchantment,C1,0.7396089303383151
0.7132682,-0.06845608,30.0,award,C1,0.7398250158837021
1.0612407,-0.068422504,33.0,read,C1,0.7387695737160491
-0.114487305,-0.018974358,10.0,unboxing,C1,0.7342025178797748
1.2448514,-0.005940664,40.0,thought,C1,0.7373410038662747
0.9315227,-0.0019749883,29.0,earthquake,C1,0.7391828481276502
0.31971434,-0.029312292,13.0,tsunami,C1,0.7388394211749598
1.0416105,-0.059083495,45.0,school,C1,0.7384514089548329
1.7563223,-0.10811503,68.0,marketing,C1,0.7322949251397507
0.77729696,-0.037561364,37.0,expert,C1,0.7395471552370899
0.3154342,0.12006913,25.0,cnet,C1,0.7363727120042648
1.481872,0.30366254,265.0,temporary,C1,0.6955177446752241
1.8224547,-0.21949027,103.0,congress,C1,0.7282169152279391
1.4000397,-0.08578368,46.0,happy,C1,0.736303337687058
1.1964678,-0.04359247,33.0,hipster,C1,0.7379871353892983
1.6465924,-0.1459117,84.0,win,C1,0.7318018663314282
0.3649109,-0.020150268,15.0,support,C1,0.7391410233546016
0.13469754,-0.0059544058,15.0,headed,C1,0.7371746967724476
0.5571677,-0.06422907,22.0,enjoy,C1,0.73983669625506
0.7395503,-0.05540332,26.0,funny,C1,0.7399340449992442
0.34383017,0.013236307,13.0,matter,C1,0.7386627656876109
0.8318556,-0.11361895,34.0,minute,C1,0.7392047596974354
1.0904657,0.021932455,27.0,point,C1,0.7381597314724262
0.5429139,-0.050359607,22.0,least,C1,0.7398742696947695
3.0833037,0.14060858,100.0,twitter,C1,0.7120273312565248
0.3170674,-0.04038659,13.0,devs,C1,0.7388095184066835
0.8160943,0.088651635,34.0,maybe,C1,0.7379830020263881
0.62487084,-0.04218874,18.0,together,C1,0.7399715925111348
3.26926,-0.19665974,151.0,cool,C1,0.7080661766882576
0.8284343,-0.09485253,40.0,uxdes,C1,0.7391576973379707
0.2308809,0.005732797,11.0,remember,C1,0.7378916080463844
0.9573242,-0.027952217,24.0,audience,C1,0.7392433447684416
1.8244516,-0.076079875,41.0,experience,C1,0.7326389259407547
0.91554123,-0.011410876,20.0,part,C1,0.7392543235002096
1.1898936,-0.09373429,53.0,waiting,C1,0.7372374129192841
0.38070917,-0.026760513,13.0,mine,C1,0.7391944833899498
2.3557518,-0.21078546,113.0,download,C1,0.7225783249250108
2.504501,-0.13187753,72.0,place,C1,0.7241159865184892
0.63653356,-0.023335578,17.0,seo,C1,0.7399066971719812
0.60930794,-0.04571715,22.0,samsung,C1,0.739997984435752
0.16514103,0.0005144271,10.0,sony,C1,0.7373130019668632
0.3194213,-0.014504019,18.0,atx,C1,0.7388480105759184
0.78930765,0.055484727,32.0,south,C1,0.7387328966043576
2.1545787,-0.100049496,62.0,get,C1,0.7286276830214067
0.23913504,-0.023885444,12.0,movie,C1,0.7381956100289554
0.123320706,-0.014174318,10.0,beautiful,C1,0.7369869759387124
1.5480462,-0.1152615,43.0,amazing,C1,0.7351128031900109
0.574618,-0.04916511,15.0,focus,C1,0.7398332344852487
0.3792288,0.02678351,18.0,chat,C1,0.7387448418760274
1.2691123,-0.03871527,45.0,share,C1,0.737211504148683
1.8390573,-0.09296588,49.0,info,C1,0.732365722404239
1.1475374,-0.05248642,35.0,turn,C1,0.7382809459485465
1.9735389,-0.08523363,49.0,business,C1,0.7309810446650178
1.9683777,-0.13424233,46.0,card,C1,0.7310229638119911
1.3119094,-0.067057036,48.0,sold,C1,0.7368579579042916
0.571477,-0.03860862,19.0,model,C1,0.7399438337249881
0.9841547,-0.027420525,25.0,beta,C1,0.7391272127474297
0.35813066,-0.07553374,14.0,testing,C1,0.7388483542420573
2.572812,-0.12253906,81.0,away,C1,0.7228020792149777
1.0349268,-0.0461521,39.0,wifi,C1,0.7387464315731214
0.46042007,-0.036226355,16.0,black,C1,0.739619340936788
0.2633844,-0.04097286,11.0,cover,C1,0.7383462044906135
1.0117083,-0.053986534,29.0,house,C1,0.739066068705918
0.49090624,-0.02428316,20.0,wondering,C1,0.7397353755555032
0.629296,-0.07123523,18.0,worth,C1,0.739842170194534
1.2815248,-0.03413776,48.0,convention,C1,0.73698207530139
1.0164102,0.03544447,44.0,center,C1,0.737946932740901
1.1501555,-0.04553628,33.0,everything,C1,0.7382808834405216
0.7150043,-0.034140285,21.0,except,C1,0.7399634206175685
2.1606662,-0.079784594,61.0,white,C1,0.7285660567696968
0.36055598,-0.034317672,11.0,promo,C1,0.7390101762429198
0.5538257,-0.02672777,17.0,suck,C1,0.7398630107255832
0.694303,-0.057410154,22.0,film,C1,0.7399779707089715
0.6210688,-0.07709114,32.0,selling,C1,0.7396400415509061
0.26652637,-0.0016207075,12.0,poursite,C1,0.7382835941931931
0.4346498,0.0037336724,17.0,learning,C1,0.739308529288172
1.759447,-0.04497352,48.0,life,C1,0.7330810859666055
0.29898578,-0.015824648,12.0,impact,C1,0.7386251426374587
1.0225334,0.04757868,34.0,real,C1,0.7380959561426333
1.2987058,-0.11393341,51.0,guide,C1,0.7366516355812935
0.016081892,-0.04249323,13.0,limited,C1,0.7358911243720401
0.42394283,-0.037852682,23.0,travel,C1,0.7394500313516099
1.0073528,-0.11453013,52.0,heading,C1,0.7379000878884151
0.5575927,0.092903025,35.0,aclu,C1,0.7377699027468576
0.3869635,-0.009661598,14.0,walk,C1,0.7391700681574576
0.100002445,-0.043718748,10.0,short,C1,0.7367590920437038
0.08013222,-0.020230781,10.0,essential,C1,0.736539734435316
1.3979738,0.042073216,34.0,tool,C1,0.735796259742147
0.24551739,-0.029929008,13.0,tradeshow,C1,0.7382833959393156
1.5052197,-0.22523184,58.0,demo,C1,0.7338363172501741
0.087435655,-0.030185811,10.0,following,C1,0.7366371868657474
0.11010104,-0.009406776,12.0,realtime,C1,0.736884404824043
1.1001617,-0.06764688,34.0,listening,C1,0.7385555804011257
0.75245875,-0.05833692,22.0,pick,C1,0.7399049941787639
0.8374273,-0.028263161,29.0,grab,C1,0.7396760610965463
0.4546674,-0.021782793,12.0,quick,C1,0.7394411350005323
0.5874859,-0.03149845,24.0,barry,C1,0.7399461985410586
0.8294594,-0.058200136,36.0,diller,C1,0.7395234563690646
0.29039997,-0.050050437,14.0,lunch,C1,0.7386052775554078
0.6097626,-0.028070543,16.0,hotel,C1,0.7398941155531359
0.29881155,-0.01845085,11.0,seriously,C1,0.738597036248479
1.1684353,-0.106136754,37.0,lost,C1,0.7379529678803692
0.8984855,-0.10314631,33.0,schedule,C1,0.7391991728122952
2.032979,-0.042350642,69.0,ready,C1,0.7294350248695465
0.07071751,0.14541644,20.0,rumored,C1,0.7339126116591259
0.8214111,-0.03794641,23.0,went,C1,0.739770350321747
0.9681096,-0.031670555,37.0,folk,C1,0.7390553067147427
0.72434056,-0.040520906,22.0,learn,C1,0.7399714830233904
0.7861506,-0.0859406,28.0,security,C1,0.7396775738947555
2.541537,-0.20587665,83.0,work,C1,0.7229295644460684
0.57865834,-0.04175898,20.0,development,C1,0.7399619763612769
1.8258116,-0.13129929,61.0,developer,C1,0.7319910555554295
1.5997701,-0.099324204,61.0,winning,C1,0.7340361632825232
0.71844596,-0.0812408,27.0,picture,C1,0.7397972000894153
0.6539994,-0.05375863,17.0,spent,C1,0.7399198382184065
1.5803261,-0.050125286,42.0,used,C1,0.7349042877194796
0.20689695,-0.021986209,11.0,couple,C1,0.7378741042507104
1.013087,-0.10043878,27.0,city,C1,0.7388523470690884
1.3580277,-0.19355044,69.0,block,C1,0.734446406713128
